"Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP","GameDate","Seconds.Played","playoff_ind"
"201211140DAL","WAS","Cartier Martin","martica01",9.93333333333333,5,6,0.833,4,4,1,0,0,NA,0,2,2,0,0,0,0,2,14,13,1,1,"2012-11-14",596,0
"201211140DAL","WAS","Earl Barron","barroea01",3.48333333333333,1,1,1,0,0,NA,0,0,NA,0,2,2,0,0,0,0,0,2,0,1,1,"2012-11-14",209,0
"201211140DAL","DAL","O.J. Mayo","mayooj01",37.8666666666667,9,15,0.6,1,3,0.333,6,8,0.75,2,0,2,4,0,1,2,1,25,0,1,1,"2012-11-14",2272,0
"201211140DAL","DAL","Darren Collison","collida01",32.9,2,10,0.2,0,0,NA,5,6,0.833,0,3,3,5,1,0,3,0,9,10,1,1,"2012-11-14",1974,0
"201211140DAL","DAL","Chris Kaman","kamanch01",32.1666666666667,10,12,0.833,0,0,NA,3,3,1,1,7,8,3,1,1,2,0,23,8,1,1,"2012-11-14",1930,0
"201211140DAL","DAL","Elton Brand","brandel01",29.8833333333333,4,10,0.4,0,0,NA,3,5,0.6,8,4,12,1,0,2,2,4,11,8,1,1,"2012-11-14",1793,0
"201211140DAL","DAL","Dahntay Jones","jonesda02",14.8166666666667,1,2,0.5,0,0,NA,0,0,NA,0,1,1,0,0,0,1,1,2,1,1,1,"2012-11-14",889,0
"201211140DAL","DAL","Vince Carter","cartevi01",22.8,2,8,0.25,1,3,0.333,2,3,0.667,1,4,5,1,0,0,1,3,7,-2,1,1,"2012-11-14",1368,0
"201211140DAL","DAL","Jae Crowder","crowdja01",20.5166666666667,4,5,0.8,1,2,0.5,3,4,0.75,0,2,2,3,2,0,0,1,12,13,1,1,"2012-11-14",1231,0
"201211140DAL","DAL","Troy Murphy","murphtr01",18.2833333333333,3,5,0.6,0,0,NA,4,4,1,1,1,2,2,2,0,0,2,10,-2,1,1,"2012-11-14",1097,0
"201211140DAL","DAL","Bernard James","jamesbe01",15.4,2,4,0.5,0,1,0,0,0,NA,1,2,3,0,0,0,2,1,4,-2,1,1,"2012-11-14",924,0
"201211140DAL","DAL","Rodrigue Beaubois","beaubro01",15.1,2,7,0.286,0,2,0,0,0,NA,0,2,2,1,0,0,0,2,4,-4,1,1,"2012-11-14",906,0
"201211140DAL","DAL","Jared Cunningham","cunnija01",0.266666666666667,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,"2012-11-14",16,0
"201211140GSW","ATL","Josh Smith","smithjo03",40.5833333333333,6,16,0.375,0,0,NA,4,4,1,1,9,10,4,3,2,3,2,16,7,1,1,"2012-11-14",2435,0
"201211140GSW","ATL","Kyle Korver","korveky01",37.8666666666667,5,6,0.833,2,3,0.667,2,2,1,0,3,3,3,1,0,0,2,14,6,1,1,"2012-11-14",2272,0
"201211140GSW","ATL","DeShawn Stevenson","stevede01",30.9833333333333,3,9,0.333,1,6,0.167,0,0,NA,0,2,2,3,0,1,1,1,7,1,1,1,"2012-11-14",1859,0
"201211140GSW","ATL","Jeff Teague","teaguje01",27.1833333333333,4,12,0.333,1,2,0.5,0,0,NA,0,4,4,4,0,0,2,1,9,2,1,1,"2012-11-14",1631,0
"201211140GSW","ATL","Zaza Pachulia","pachuza01",23.8333333333333,2,4,0.5,0,0,NA,0,0,NA,1,1,2,1,4,1,1,2,4,-1,1,1,"2012-11-14",1430,0
"201211140GSW","ATL","Louis Williams","willilo02",25.3833333333333,5,14,0.357,3,8,0.375,5,7,0.714,0,3,3,6,1,0,2,1,18,-4,1,1,"2012-11-14",1523,0
"201211140GSW","ATL","Ivan Johnson","johnsiv01",21.5333333333333,7,8,0.875,0,0,NA,1,4,0.25,3,1,4,0,2,0,2,5,15,0,1,1,"2012-11-14",1292,0
"201211140GSW","ATL","Anthony Morrow","morroan01",12.3166666666667,1,5,0.2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,3,-13,1,1,"2012-11-14",739,0
"201211140GSW","ATL","Anthony Tolliver","tollian01",11.75,0,3,0,0,2,0,0,0,NA,0,1,1,0,0,0,0,2,0,-8,1,1,"2012-11-14",705,0
"201211140GSW","ATL","Johan Petro","petrojo01",5.03333333333333,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,0,-5,1,1,"2012-11-14",302,0
"201211140GSW","ATL","Mike Scott","scottmi01",3.55,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,2,-5,1,1,"2012-11-14",213,0
"201211140GSW","GSW","Harrison Barnes","barneha02",39.6666666666667,6,11,0.545,1,2,0.5,6,8,0.75,3,10,13,1,1,0,3,2,19,-5,1,1,"2012-11-14",2380,0
"201211140GSW","GSW","David Lee","leeda02",37.1166666666667,8,17,0.471,0,1,0,2,3,0.667,4,6,10,5,0,0,5,3,18,-1,1,1,"2012-11-14",2227,0
"201211140GSW","GSW","Klay Thompson","thompkl01",35.3833333333333,2,11,0.182,1,5,0.2,2,2,1,0,1,1,4,0,0,3,2,7,-1,1,1,"2012-11-14",2123,0
"201211140GSW","GSW","Stephen Curry","curryst01",32.5166666666667,4,12,0.333,0,5,0,4,4,1,0,1,1,7,3,0,4,3,12,1,1,1,"2012-11-14",1951,0
"201211140GSW","GSW","Festus Ezeli","ezelife01",17.6,1,2,0.5,0,0,NA,0,0,NA,1,1,2,1,0,0,1,0,2,-1,1,1,"2012-11-14",1056,0
"201211140GSW","GSW","Carl Landry","landrca01",22.6833333333333,3,6,0.5,0,0,NA,4,4,1,1,4,5,1,1,0,3,5,10,6,1,1,"2012-11-14",1361,0
"201211140GSW","GSW","Jarrett Jack","jackja01",16.85,3,3,1,1,1,1,2,3,0.667,0,4,4,1,1,0,1,2,9,6,1,1,"2012-11-14",1011,0
"201211140GSW","GSW","Andris Biedrins","biedran01",15.7833333333333,0,0,NA,0,0,NA,0,0,NA,0,4,4,0,1,0,2,3,0,11,1,1,"2012-11-14",947,0
"201211140GSW","GSW","Richard Jefferson","jefferi01",12.35,4,6,0.667,1,2,0.5,1,1,1,0,2,2,3,0,0,1,2,10,5,1,1,"2012-11-14",741,0
"201211140GSW","GSW","Draymond Green","greendr01",9.61666666666667,2,3,0.667,1,2,0.5,0,0,NA,1,0,1,0,0,1,0,0,5,2,1,1,"2012-11-14",577,0
"201211140GSW","GSW","Charles Jenkins","jenkich01",0.416666666666667,0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-3,1,1,"2012-11-14",25,0
"201211140HOU","NOH","Austin Rivers","riverau01",35.8,3,8,0.375,2,4,0.5,2,2,1,0,3,3,2,1,0,3,1,10,-4,1,1,"2012-11-14",2148,0
"201211140HOU","NOH","Greivis Vasquez","vasqugr01",33.5,8,15,0.533,3,4,0.75,5,5,1,0,5,5,9,0,0,2,2,24,2,1,1,"2012-11-14",2010,0
"201211140HOU","NOH","Al-Farouq Aminu","aminual01",30.1333333333333,6,15,0.4,0,2,0,2,2,1,1,6,7,2,2,2,1,2,14,2,1,1,"2012-11-14",1808,0
"201211140HOU","NOH","Anthony Davis","davisan02",29.05,2,7,0.286,0,0,NA,4,4,1,2,2,4,1,2,3,1,4,8,7,1,1,"2012-11-14",1743,0
"201211140HOU","NOH","Robin Lopez","lopezro01",21.4166666666667,2,5,0.4,0,0,NA,1,2,0.5,0,1,1,1,1,1,1,3,5,9,1,1,"2012-11-14",1285,0
"201211140HOU","NOH","Ryan Anderson","anderry01",28.85,9,19,0.474,2,10,0.2,0,0,NA,6,6,12,1,0,1,0,1,20,-12,1,1,"2012-11-14",1731,0
"201211140HOU","NOH","Jason Smith","smithja02",16.6833333333333,0,3,0,0,0,NA,4,4,1,0,3,3,0,0,0,0,0,4,-12,1,1,"2012-11-14",1001,0
"201211140HOU","NOH","Xavier Henry","henryxa01",15.4833333333333,1,2,0.5,0,0,NA,0,0,NA,0,1,1,0,0,0,0,2,2,9,1,1,"2012-11-14",929,0
"201211140HOU","NOH","Brian Roberts","roberbr01",15.3166666666667,3,8,0.375,1,2,0.5,2,2,1,0,1,1,0,0,0,2,0,9,0,1,1,"2012-11-14",919,0
"201211140HOU","NOH","Darius Miller","milleda01",7.28333333333333,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,1,0,-11,1,1,"2012-11-14",437,0
"201211140HOU","NOH","Roger Mason","masonro01",6.48333333333333,0,1,0,0,1,0,0,0,NA,0,1,1,1,0,0,0,0,0,-10,1,1,"2012-11-14",389,0
"201211140HOU","HOU","Chandler Parsons","parsoch01",39.3833333333333,4,14,0.286,2,6,0.333,3,4,0.75,2,8,10,3,0,0,2,1,13,6,1,1,"2012-11-14",2363,0
"201211140HOU","HOU","James Harden","hardeja01",39.3166666666667,10,20,0.5,1,7,0.143,9,11,0.818,0,3,3,4,0,1,1,2,30,-2,1,1,"2012-11-14",2359,0
"201211140HOU","HOU","Jeremy Lin","linje01",33.75,2,10,0.2,0,3,0,0,0,NA,0,4,4,4,3,1,2,1,4,-5,1,1,"2012-11-14",2025,0
"201211140HOU","HOU","Omer Asik","asikom01",29.9666666666667,6,10,0.6,0,0,NA,3,4,0.75,2,10,12,1,0,2,3,4,15,-4,1,1,"2012-11-14",1798,0
"201211140HOU","HOU","Patrick Patterson","pattepa01",29.5666666666667,3,4,0.75,0,0,NA,0,0,NA,2,3,5,0,0,0,1,2,6,-10,1,1,"2012-11-14",1774,0
"201211140HOU","HOU","Marcus Morris","morrima03",25.4,5,9,0.556,3,5,0.6,0,0,NA,1,1,2,0,0,3,0,2,13,13,1,1,"2012-11-14",1524,0
"201211140HOU","HOU","Toney Douglas","douglto01",16.6,4,6,0.667,4,5,0.8,0,0,NA,0,1,1,2,0,0,1,2,12,6,1,1,"2012-11-14",996,0
"201211140HOU","HOU","Carlos Delfino","delfica01",14.6333333333333,0,5,0,0,3,0,1,1,1,0,2,2,4,0,0,1,1,1,7,1,1,"2012-11-14",878,0
"201211140HOU","HOU","Greg Smith","smithgr02",11.3666666666667,2,2,1,0,0,NA,2,2,1,0,1,1,1,0,0,0,2,6,9,1,1,"2012-11-14",682,0
"201211140LAC","MIA","LeBron James","jamesle01",41.2166666666667,12,23,0.522,0,3,0,6,9,0.667,0,5,5,7,1,2,4,3,30,-15,1,1,"2012-11-14",2473,0
"201211140LAC","MIA","Chris Bosh","boshch01",29.8166666666667,3,13,0.231,0,0,NA,5,5,1,4,5,9,1,0,3,0,4,11,-8,1,1,"2012-11-14",1789,0
"201211140LAC","MIA","Dwyane Wade","wadedw01",29.1166666666667,2,10,0.2,0,1,0,2,2,1,1,2,3,6,1,0,5,1,6,-15,1,1,"2012-11-14",1747,0
"201211140LAC","MIA","Mario Chalmers","chalmma01",28.4166666666667,2,5,0.4,1,4,0.25,0,0,NA,0,2,2,3,2,0,3,5,5,-7,1,1,"2012-11-14",1705,0
"201211140LAC","MIA","Shane Battier","battish01",25.5166666666667,3,6,0.5,3,6,0.5,0,0,NA,0,3,3,0,0,1,1,1,9,-9,1,1,"2012-11-14",1531,0
"201211140LAC","MIA","Ray Allen","allenra02",26.55,4,6,0.667,1,2,0.5,5,6,0.833,1,2,3,2,5,0,1,4,14,-5,1,1,"2012-11-14",1593,0
"201211140LAC","MIA","Udonis Haslem","hasleud01",20.25,1,3,0.333,0,0,NA,1,3,0.333,2,4,6,0,0,0,2,3,3,1,1,1,"2012-11-14",1215,0
"201211140LAC","MIA","Rashard Lewis","lewisra02",14.3166666666667,4,4,1,3,3,1,0,2,0,0,0,0,0,2,0,0,3,11,-10,1,1,"2012-11-14",859,0
"201211140LAC","MIA","Norris Cole","coleno01",13.7666666666667,2,4,0.5,0,1,0,0,0,NA,3,0,3,2,0,0,3,1,4,7,1,1,"2012-11-14",826,0
"201211140LAC","MIA","Joel Anthony","anthojo01",6.1,1,1,1,0,0,NA,0,0,NA,0,1,1,1,0,0,0,0,2,12,1,1,"2012-11-14",366,0
"201211140LAC","MIA","James Jones","jonesja02",2.46666666666667,1,1,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,3,7,1,1,"2012-11-14",148,0
"201211140LAC","MIA","Terrel Harris","harrite01",2.46666666666667,0,1,0,0,0,NA,2,2,1,0,1,1,0,0,0,0,0,2,7,1,1,"2012-11-14",148,0
"201211140LAC","LAC","Chris Paul","paulch01",30.7333333333333,3,9,0.333,3,4,0.75,7,7,1,0,1,1,10,4,0,3,2,16,13,1,1,"2012-11-14",1844,0
"201211140LAC","LAC","Blake Griffin","griffbl01",30.1666666666667,8,16,0.5,0,0,NA,4,6,0.667,4,10,14,6,0,2,3,2,20,8,1,1,"2012-11-14",1810,0
"201211140LAC","LAC","DeAndre Jordan","jordade01",26.4666666666667,4,6,0.667,0,0,NA,0,1,0,1,5,6,1,0,0,0,2,8,0,1,1,"2012-11-14",1588,0
"201211140LAC","LAC","Caron Butler","butleca01",25.65,5,11,0.455,3,5,0.6,2,2,1,0,2,2,0,0,0,1,1,15,2,1,1,"2012-11-14",1539,0
"201211140LAC","LAC","Willie Green","greenwi01",19.7833333333333,2,6,0.333,2,5,0.4,1,2,0.5,1,1,2,2,0,0,0,2,7,10,1,1,"2012-11-14",1187,0
"201211140LAC","LAC","Matt Barnes","barnema02",26.95,1,5,0.2,0,2,0,4,4,1,1,3,4,0,1,2,1,6,6,3,1,1,"2012-11-14",1617,0
"201211140LAC","LAC","Jamal Crawford","crawfja01",23.6166666666667,7,11,0.636,2,4,0.5,6,6,1,0,2,2,1,3,0,6,2,22,-1,1,1,"2012-11-14",1417,0
"201211140LAC","LAC","Ryan Hollins","holliry01",17.9333333333333,0,0,NA,0,0,NA,1,2,0.5,0,1,1,0,0,3,0,5,1,13,1,1,"2012-11-14",1076,0
"201211140LAC","LAC","Eric Bledsoe","bledser01",17.2666666666667,5,8,0.625,0,1,0,2,2,1,1,0,1,1,1,1,4,2,12,-6,1,1,"2012-11-14",1036,0
"201211140LAC","LAC","Lamar Odom","odomla01",16.2,0,0,NA,0,0,NA,0,0,NA,0,3,3,1,2,0,0,1,0,3,1,1,"2012-11-14",972,0
"201211140LAC","LAC","Ronny Turiaf","turiaro01",5.23333333333333,0,0,NA,0,0,NA,0,0,NA,1,1,2,0,0,0,0,0,0,-10,1,1,"2012-11-14",314,0
"201211140MIL","IND","George Hill","hillge01",30.2833333333333,1,10,0.1,0,3,0,1,2,0.5,2,2,4,4,0,0,2,3,3,-26,1,1,"2012-11-14",1817,0
"201211140MIL","IND","Paul George","georgpa01",30.1833333333333,5,17,0.294,1,6,0.167,1,1,1,0,3,3,2,1,1,2,2,12,-27,1,1,"2012-11-14",1811,0
"201211140MIL","IND","Lance Stephenson","stephla01",30.1,1,3,0.333,0,2,0,2,2,1,0,3,3,4,0,0,3,2,4,-9,1,1,"2012-11-14",1806,0
"201211140MIL","IND","Roy Hibbert","hibbero01",25,3,6,0.5,0,0,NA,1,4,0.25,3,5,8,0,0,2,2,2,7,-22,1,1,"2012-11-14",1500,0
"201211140MIL","IND","David West","westda01",22.9666666666667,3,9,0.333,0,0,NA,1,2,0.5,1,8,9,1,0,0,2,3,7,-24,1,1,"2012-11-14",1378,0
"201211140MIL","IND","Gerald Green","greenge01",26.1166666666667,4,10,0.4,2,4,0.5,3,4,0.75,1,5,6,0,0,0,0,1,13,6,1,1,"2012-11-14",1567,0
"201211140MIL","IND","Tyler Hansbrough","hansbty01",19.2166666666667,6,8,0.75,0,0,NA,5,6,0.833,3,2,5,1,0,0,2,3,17,5,1,1,"2012-11-14",1153,0
"201211140MIL","IND","Sam Young","youngsa01",15.7,3,6,0.5,1,2,0.5,1,4,0.25,0,5,5,1,1,1,1,0,8,12,1,1,"2012-11-14",942,0
"201211140MIL","IND","D.J. Augustin","augusdj01",15.4,1,4,0.25,1,3,0.333,0,0,NA,0,0,0,1,0,0,1,0,3,5,1,1,"2012-11-14",924,0
"201211140MIL","IND","Ian Mahinmi","mahinia01",7.41666666666667,1,2,0.5,0,0,NA,3,4,0.75,1,1,2,0,0,0,1,1,5,-5,1,1,"2012-11-14",445,0
"201211140MIL","IND","Miles Plumlee","plumlmi01",5.9,0,1,0,0,0,NA,2,2,1,2,2,4,1,0,0,0,0,2,5,1,1,"2012-11-14",354,0
"201211140MIL","IND","Ben Hansbrough","hansbbe01",5.9,0,0,NA,0,0,NA,0,0,NA,0,0,0,3,1,0,2,0,0,5,1,1,"2012-11-14",354,0
"201211140MIL","IND","Jeff Pendergraph","pendeje02",5.81666666666667,2,4,0.5,0,0,NA,0,0,NA,3,1,4,1,0,0,1,1,4,5,1,1,"2012-11-14",349,0
"201211140MIL","MIL","Brandon Jennings","jennibr01",28.6833333333333,6,12,0.5,2,6,0.333,2,2,1,0,3,3,4,1,0,0,1,16,25,1,1,"2012-11-14",1721,0
"201211140MIL","MIL","Monta Ellis","ellismo01",27.6833333333333,6,15,0.4,0,2,0,4,4,1,0,3,3,3,2,0,1,2,16,24,1,1,"2012-11-14",1661,0
"201211140MIL","MIL","Ersan Ilyasova","ilyaser01",21.7666666666667,2,9,0.222,0,0,NA,1,2,0.5,1,3,4,1,1,0,0,1,5,29,1,1,"2012-11-14",1306,0
"201211140MIL","MIL","Tobias Harris","harrito02",20.0833333333333,4,5,0.8,0,0,NA,3,4,0.75,0,4,4,2,0,0,1,2,11,19,1,1,"2012-11-14",1205,0
"201211140MIL","MIL","Samuel Dalembert","dalemsa01",18.4166666666667,5,7,0.714,0,0,NA,4,4,1,1,5,6,1,1,3,1,4,14,31,1,1,"2012-11-14",1105,0
"201211140MIL","MIL","Beno Udrih","udrihbe01",27.1833333333333,3,7,0.429,0,0,NA,3,3,1,2,4,6,10,3,0,0,2,9,-6,1,1,"2012-11-14",1631,0
"201211140MIL","MIL","Mike Dunleavy","dunlemi02",23.6,2,9,0.222,1,6,0.167,0,0,NA,0,3,3,0,0,0,1,3,5,6,1,1,"2012-11-14",1416,0
"201211140MIL","MIL","Larry Sanders","sandela01",21.8666666666667,4,6,0.667,0,0,NA,1,4,0.25,4,1,5,2,1,2,0,4,9,-9,1,1,"2012-11-14",1312,0
"201211140MIL","MIL","Ekpe Udoh","udohek01",19.4666666666667,1,6,0.167,0,0,NA,2,2,1,4,3,7,0,2,0,0,1,4,-6,1,1,"2012-11-14",1168,0
"201211140MIL","MIL","Marquis Daniels","daniema01",12.4666666666667,0,4,0,0,2,0,0,0,NA,0,0,0,1,0,0,1,0,0,-15,1,1,"2012-11-14",748,0
"201211140MIL","MIL","John Henson","hensojo01",7.5,5,8,0.625,0,0,NA,0,0,NA,1,0,1,0,0,2,0,1,10,-10,1,1,"2012-11-14",450,0
"201211140MIL","MIL","Joel Przybilla","przybjo01",6.76666666666667,0,0,NA,0,0,NA,0,0,NA,1,3,4,0,0,1,0,0,0,-9,1,1,"2012-11-14",406,0
"201211140MIL","MIL","Doron Lamb","lambdo01",4.53333333333333,0,3,0,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,0,-9,1,1,"2012-11-14",272,0
"201211140MIN","CHA","Kemba Walker","walkeke02",45.3166666666667,9,19,0.474,1,3,0.333,3,3,1,0,4,4,5,4,1,5,3,22,4,1,1,"2012-11-14",2719,0
"201211140MIN","CHA","Byron Mullens","mulleby01",33.5666666666667,5,12,0.417,0,2,0,2,2,1,4,11,15,2,1,4,0,5,12,-11,1,1,"2012-11-14",2014,0
"201211140MIN","CHA","Brendan Haywood","haywobr01",26.5166666666667,3,6,0.5,0,0,NA,0,0,NA,2,2,4,0,0,2,3,4,6,-7,1,1,"2012-11-14",1591,0
"201211140MIN","CHA","Jeff Taylor","tayloje03",25.4666666666667,3,7,0.429,1,3,0.333,0,2,0,0,1,1,0,0,0,2,3,7,-3,1,1,"2012-11-14",1528,0
"201211140MIN","CHA","Michael Kidd-Gilchrist","kiddgmi01",16.95,1,4,0.25,0,0,NA,0,0,NA,1,1,2,2,0,0,2,3,2,-5,1,1,"2012-11-14",1017,0
"201211140MIN","CHA","Ramon Sessions","sessira01",32.15,8,20,0.4,0,5,0,2,5,0.4,1,5,6,4,2,0,0,0,18,2,1,1,"2012-11-14",1929,0
"201211140MIN","CHA","Reggie Williams","willire02",21.3166666666667,3,7,0.429,2,3,0.667,0,0,NA,1,2,3,2,3,0,0,0,8,10,1,1,"2012-11-14",1279,0
"201211140MIN","CHA","Bismack Biyombo","biyombi01",18.2333333333333,2,2,1,0,0,NA,0,0,NA,0,4,4,0,0,2,1,2,4,16,1,1,"2012-11-14",1094,0
"201211140MIN","CHA","Tyrus Thomas","thomaty01",17.6833333333333,4,6,0.667,0,0,NA,2,2,1,0,4,4,0,1,3,2,5,10,6,1,1,"2012-11-14",1061,0
"201211140MIN","CHA","Cory Higgins","higgico01",2.8,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,-2,1,1,"2012-11-14",168,0
"201211140MIN","MIN","Andrei Kirilenko","kirilan01",44.1833333333333,9,12,0.75,3,3,1,5,9,0.556,3,9,12,2,1,2,5,1,26,8,1,1,"2012-11-14",2651,0
"201211140MIN","MIN","Luke Ridnour","ridnolu01",37.1666666666667,6,16,0.375,1,6,0.167,3,5,0.6,2,3,5,10,2,0,0,3,16,0,1,1,"2012-11-14",2230,0
"201211140MIN","MIN","Malcolm Lee","leema01",35.3666666666667,3,12,0.25,0,5,0,4,6,0.667,2,2,4,3,1,0,0,2,10,-2,1,1,"2012-11-14",2122,0
"201211140MIN","MIN","Derrick Williams","willide02",23.2333333333333,3,12,0.25,0,1,0,4,7,0.571,3,6,9,2,0,1,2,1,10,-6,1,1,"2012-11-14",1394,0
"201211140MIN","MIN","Greg Stiemsma","stiemgr01",21.5166666666667,0,6,0,0,0,NA,1,4,0.25,1,6,7,0,1,2,3,2,1,0,1,1,"2012-11-14",1291,0
"201211140MIN","MIN","Dante Cunningham","cunnida01",28.4833333333333,4,9,0.444,0,0,NA,0,0,NA,2,5,7,1,1,3,1,2,8,0,1,1,"2012-11-14",1709,0
"201211140MIN","MIN","Alexey Shved","shvedal01",23.4666666666667,5,10,0.5,1,3,0.333,2,2,1,2,0,2,2,0,0,5,0,13,-2,1,1,"2012-11-14",1408,0
"201211140MIN","MIN","Louis Amundson","amundlo01",22.7666666666667,1,2,0.5,0,0,NA,1,4,0.25,4,3,7,0,1,3,1,3,3,2,1,1,"2012-11-14",1366,0
"201211140MIN","MIN","Will Conroy","conrowi01",3.81666666666667,0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,-10,1,1,"2012-11-14",229,0
"201211140OKC","MEM","Marc Gasol","gasolma01",44.35,6,14,0.429,0,0,NA,2,4,0.5,1,5,6,2,2,2,0,4,14,9,1,1,"2012-11-14",2661,0
"201211140OKC","MEM","Rudy Gay","gayru01",42.5166666666667,12,21,0.571,2,3,0.667,2,2,1,2,4,6,5,0,0,2,3,28,7,1,1,"2012-11-14",2551,0
"201211140OKC","MEM","Zach Randolph","randoza01",36.3333333333333,8,14,0.571,0,0,NA,4,4,1,3,8,11,0,2,1,2,3,20,-2,1,1,"2012-11-14",2180,0
"201211140OKC","MEM","Mike Conley","conlemi01",34.9666666666667,4,12,0.333,0,2,0,0,0,NA,2,3,5,7,0,0,2,1,8,-1,1,1,"2012-11-14",2098,0
"201211140OKC","MEM","Tony Allen","allento01",18.5333333333333,2,6,0.333,0,1,0,2,2,1,2,2,4,1,2,0,1,3,6,0,1,1,"2012-11-14",1112,0
"201211140OKC","MEM","Quincy Pondexter","pondequ01",27.2666666666667,4,10,0.4,3,7,0.429,2,2,1,1,1,2,2,0,0,0,2,13,8,1,1,"2012-11-14",1636,0
"201211140OKC","MEM","Jerryd Bayless","bayleje01",17.3166666666667,5,8,0.625,2,3,0.667,0,0,NA,0,2,2,4,0,0,1,5,12,13,1,1,"2012-11-14",1039,0
"201211140OKC","MEM","Wayne Ellington","ellinwa01",11.35,3,5,0.6,0,1,0,0,0,NA,0,0,0,1,0,0,0,2,6,9,1,1,"2012-11-14",681,0
"201211140OKC","MEM","Marreese Speights","speigma01",7.36666666666667,0,3,0,0,0,NA,0,0,NA,1,2,3,0,0,0,0,0,0,7,1,1,"2012-11-14",442,0
"201211140OKC","OKC","Kevin Durant","duranke01",44.0833333333333,12,21,0.571,1,1,1,9,9,1,0,10,10,5,3,2,5,1,34,-5,1,1,"2012-11-14",2645,0
"201211140OKC","OKC","Russell Westbrook","westbru01",42.5166666666667,6,19,0.316,2,6,0.333,3,5,0.6,2,4,6,13,2,0,2,3,17,-7,1,1,"2012-11-14",2551,0
"201211140OKC","OKC","Serge Ibaka","ibakase01",39.45,7,10,0.7,0,1,0,3,4,0.75,2,6,8,0,1,4,2,2,17,-4,1,1,"2012-11-14",2367,0
"201211140OKC","OKC","Kendrick Perkins","perkike01",29.9,4,5,0.8,0,0,NA,0,2,0,0,2,2,3,0,0,2,5,8,-1,1,1,"2012-11-14",1794,0
"201211140OKC","OKC","Thabo Sefolosha","sefolth01",20.6333333333333,3,4,0.75,2,2,1,0,0,NA,1,2,3,0,0,0,3,0,8,-7,1,1,"2012-11-14",1238,0
"201211140OKC","OKC","Kevin Martin","martike02",32.8166666666667,1,4,0.25,1,2,0.5,4,4,1,0,3,3,0,0,0,0,1,7,-13,1,1,"2012-11-14",1969,0
"201211140OKC","OKC","Nick Collison","collini01",14.7833333333333,2,5,0.4,0,0,NA,0,0,NA,3,2,5,0,0,0,1,6,4,-4,1,1,"2012-11-14",887,0
"201211140OKC","OKC","Eric Maynor","maynoer01",9.81666666666667,0,3,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,2,-4,1,1,"2012-11-14",589,0
"201211140OKC","OKC","Hasheem Thabeet","thabeha01",6,0,1,0,0,0,NA,0,0,NA,2,1,3,1,0,0,0,1,0,-5,1,1,"2012-11-14",360,0
"201211140PHI","DET","Kyle Singler","singlky01",39.9333333333333,7,14,0.5,1,3,0.333,1,2,0.5,1,3,4,1,0,1,0,4,16,15,1,1,"2012-11-14",2396,0
"201211140PHI","DET","Greg Monroe","monrogr01",39.8166666666667,7,16,0.438,0,0,NA,5,6,0.833,5,13,18,6,0,1,6,2,19,17,1,1,"2012-11-14",2389,0
"201211140PHI","DET","Brandon Knight","knighbr03",35.1333333333333,5,9,0.556,1,2,0.5,4,6,0.667,0,7,7,7,0,0,2,3,15,13,1,1,"2012-11-14",2108,0
"201211140PHI","DET","Tayshaun Prince","princta01",34.15,7,13,0.538,0,0,NA,1,2,0.5,1,4,5,6,1,0,1,1,15,20,1,1,"2012-11-14",2049,0
"201211140PHI","DET","Jason Maxiell","maxieja01",28.1,2,3,0.667,0,0,NA,4,6,0.667,2,10,12,3,0,3,1,2,8,11,1,1,"2012-11-14",1686,0
"201211140PHI","DET","Corey Maggette","maggeco01",21.55,2,3,0.667,1,1,1,4,4,1,0,2,2,3,0,0,4,6,9,7,1,1,"2012-11-14",1293,0
"201211140PHI","DET","Jonas Jerebko","jerebjo01",14.5833333333333,0,3,0,0,1,0,0,0,NA,1,5,6,0,1,1,1,2,0,2,1,1,"2012-11-14",875,0
"201211140PHI","DET","Will Bynum","bynumwi01",12.8833333333333,2,6,0.333,0,0,NA,2,3,0.667,0,1,1,0,0,0,1,2,6,5,1,1,"2012-11-14",773,0
"201211140PHI","DET","Andre Drummond","drumman01",11.2333333333333,3,6,0.5,0,0,NA,0,2,0,2,0,2,1,1,1,1,3,6,2,1,1,"2012-11-14",674,0
