"Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP","GameDate","Seconds.Played","playoff_ind"
"201210300CLE","WAS","A.J. Price","priceaj01",29.4,2,13,0.154,2,9,0.222,1,1,1,1,1,2,6,0,0,1,1,7,-11,1,1,"2012-10-30",1764,0
"201210300CLE","WAS","Emeka Okafor","okafoem01",24.5833333333333,4,10,0.4,0,0,NA,2,4,0.5,5,2,7,0,0,4,1,1,10,-5,1,1,"2012-10-30",1475,0
"201210300CLE","WAS","Trevor Ariza","arizatr01",24.5833333333333,3,8,0.375,2,4,0.5,1,2,0.5,1,2,3,4,3,2,0,0,9,-9,1,1,"2012-10-30",1475,0
"201210300CLE","WAS","Bradley Beal","bealbr01",21.55,2,8,0.25,2,4,0.5,2,2,1,0,3,3,3,1,0,2,1,8,-16,1,1,"2012-10-30",1293,0
"201210300CLE","WAS","Trevor Booker","booketr01",16.75,2,9,0.222,0,1,0,0,0,NA,1,0,1,1,1,1,4,4,4,-15,1,1,"2012-10-30",1005,0
"201210300CLE","WAS","Jordan Crawford","crawfjo02",28.7,4,13,0.308,0,6,0,3,4,0.75,1,2,3,5,1,1,1,1,11,0,1,1,"2012-10-30",1722,0
"201210300CLE","WAS","Martell Webster","webstma02",23.4166666666667,4,6,0.667,1,3,0.333,0,0,NA,0,3,3,1,2,0,0,1,9,-1,1,1,"2012-10-30",1405,0
"201210300CLE","WAS","Jan Vesely","veselja01",21.2333333333333,3,4,0.75,0,0,NA,1,4,0.25,3,1,4,1,0,1,1,3,7,-2,1,1,"2012-10-30",1274,0
"201210300CLE","WAS","Chris Singleton","singlch01",17.1833333333333,2,7,0.286,0,1,0,0,0,NA,2,2,4,2,2,0,1,2,4,1,1,1,"2012-10-30",1031,0
"201210300CLE","WAS","Jannero Pargo","pargoja01",16.35,2,6,0.333,1,4,0.25,2,2,1,0,1,1,3,0,0,1,3,7,7,1,1,"2012-10-30",981,0
"201210300CLE","WAS","Earl Barron","barroea01",16.25,4,6,0.667,0,0,NA,0,1,0,4,4,8,0,1,1,0,2,8,1,1,1,"2012-10-30",975,0
"201210300CLE","CLE","Anderson Varejao","varejan01",37.3666666666667,3,7,0.429,0,0,NA,3,3,1,12,11,23,9,0,2,1,4,9,7,1,1,"2012-10-30",2242,0
"201210300CLE","CLE","Kyrie Irving","irvinky01",34.5666666666667,11,20,0.55,3,6,0.5,4,5,0.8,0,6,6,3,0,1,4,4,29,23,1,1,"2012-10-30",2074,0
"201210300CLE","CLE","Alonzo Gee","geeal01",33.8833333333333,2,9,0.222,0,2,0,0,0,NA,2,1,3,2,2,0,3,5,4,14,1,1,"2012-10-30",2033,0
"201210300CLE","CLE","Tristan Thompson","thomptr01",31.5166666666667,5,8,0.625,0,0,NA,2,4,0.5,3,7,10,5,1,0,2,2,12,20,1,1,"2012-10-30",1891,0
"201210300CLE","CLE","Dion Waiters","waitedi01",28.2333333333333,6,14,0.429,2,5,0.4,3,4,0.75,0,2,2,0,3,0,3,0,17,13,1,1,"2012-10-30",1694,0
"201210300CLE","CLE","C.J. Miles","milescj01",17.7,1,5,0.2,0,1,0,0,0,NA,0,4,4,1,0,0,3,0,2,2,1,1,"2012-10-30",1062,0
"201210300CLE","CLE","Daniel Gibson","gibsoda01",16.1833333333333,3,5,0.6,2,4,0.5,2,4,0.5,1,2,3,1,0,1,0,2,10,-9,1,1,"2012-10-30",971,0
"201210300CLE","CLE","Tyler Zeller","zellety01",14.8833333333333,2,4,0.5,0,0,NA,1,2,0.5,0,2,2,0,1,1,0,2,5,4,1,1,"2012-10-30",893,0
"201210300CLE","CLE","Donald Sloan","sloando01",13.4333333333333,2,5,0.4,0,1,0,0,0,NA,0,0,0,1,0,0,2,2,4,-13,1,1,"2012-10-30",806,0
"201210300CLE","CLE","Luke Walton","waltolu01",12.2333333333333,1,2,0.5,0,1,0,0,0,NA,0,1,1,0,0,0,2,0,2,-11,1,1,"2012-10-30",734,0
"201210300LAL","DAL","Elton Brand","brandel01",36.2,3,10,0.3,0,0,NA,2,2,1,2,9,11,2,1,1,0,4,8,7,1,1,"2012-10-30",2172,0
"201210300LAL","DAL","Shawn Marion","mariosh01",32.8833333333333,5,11,0.455,0,0,NA,1,1,1,2,7,9,4,1,1,2,4,11,-2,1,1,"2012-10-30",1973,0
"201210300LAL","DAL","Darren Collison","collida01",32,8,12,0.667,0,1,0,1,2,0.5,0,2,2,4,3,0,2,2,17,0,1,1,"2012-10-30",1920,0
"201210300LAL","DAL","O.J. Mayo","mayooj01",31.1666666666667,4,13,0.308,2,4,0.5,2,2,1,1,0,1,3,1,0,2,0,12,-1,1,1,"2012-10-30",1870,0
"201210300LAL","DAL","Brandan Wright","wrighbr03",19.5166666666667,5,5,1,0,0,NA,4,5,0.8,1,4,5,0,0,3,3,3,14,4,1,1,"2012-10-30",1171,0
"201210300LAL","DAL","Vince Carter","cartevi01",26.8333333333333,5,12,0.417,0,4,0,1,2,0.5,0,4,4,2,1,0,1,3,11,13,1,1,"2012-10-30",1610,0
"201210300LAL","DAL","Jae Crowder","crowdja01",19.5,3,7,0.429,2,4,0.5,0,0,NA,0,3,3,2,1,0,0,1,8,2,1,1,"2012-10-30",1170,0
"201210300LAL","DAL","Rodrigue Beaubois","beaubro01",16.8333333333333,4,8,0.5,1,2,0.5,2,2,1,1,0,1,5,1,0,0,2,11,9,1,1,"2012-10-30",1010,0
"201210300LAL","DAL","Eddy Curry","curryed01",16.7333333333333,3,7,0.429,0,0,NA,1,2,0.5,2,2,4,0,0,0,1,4,7,6,1,1,"2012-10-30",1004,0
"201210300LAL","DAL","Dahntay Jones","jonesda02",8.36666666666667,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,2,0,2,1,1,"2012-10-30",502,0
"201210300LAL","LAL","Pau Gasol","gasolpa01",40.3166666666667,8,19,0.421,1,1,1,6,8,0.75,4,9,13,6,0,3,2,2,23,3,1,1,"2012-10-30",2419,0
"201210300LAL","LAL","Dwight Howard","howardw01",37.9833333333333,8,12,0.667,0,0,NA,3,14,0.214,4,6,10,2,0,1,3,6,19,-13,1,1,"2012-10-30",2279,0
"201210300LAL","LAL","Metta World Peace","artesro01",36.4833333333333,1,8,0.125,0,3,0,1,2,0.5,2,6,8,4,3,0,3,1,3,-5,1,1,"2012-10-30",2189,0
"201210300LAL","LAL","Kobe Bryant","bryanko01",34.8666666666667,11,14,0.786,0,0,NA,0,0,NA,0,1,1,0,1,0,2,3,22,-1,1,1,"2012-10-30",2092,0
"201210300LAL","LAL","Steve Nash","nashst01",34.15,3,9,0.333,1,4,0.25,0,0,NA,0,2,2,4,0,1,1,1,7,-3,1,1,"2012-10-30",2049,0
"201210300LAL","LAL","Antawn Jamison","jamisan01",15.0333333333333,2,4,0.5,0,1,0,1,1,1,1,4,5,2,1,0,0,3,5,0,1,1,"2012-10-30",902,0
"201210300LAL","LAL","Jordan Hill","hilljo01",14.25,4,6,0.667,0,0,NA,1,6,0.167,4,1,5,0,0,0,1,2,9,-9,1,1,"2012-10-30",855,0
"201210300LAL","LAL","Steve Blake","blakest01",13.85,0,2,0,0,1,0,0,0,NA,0,0,0,6,1,0,1,2,0,-5,1,1,"2012-10-30",831,0
"201210300LAL","LAL","Jodie Meeks","meeksjo01",13.0666666666667,1,3,0.333,1,3,0.333,0,0,NA,0,2,2,0,0,0,1,1,3,-7,1,1,"2012-10-30",784,0
"201210300MIA","BOS","Rajon Rondo","rondora01",43.55,9,14,0.643,0,2,0,2,4,0.5,0,7,7,13,0,0,4,4,20,-13,1,1,"2012-10-30",2613,0
"201210300MIA","BOS","Paul Pierce","piercpa01",40.5666666666667,6,15,0.4,2,4,0.5,9,9,1,0,5,5,5,2,0,0,3,23,-17,1,1,"2012-10-30",2434,0
"201210300MIA","BOS","Kevin Garnett","garneke01",31.7166666666667,4,8,0.5,0,0,NA,1,1,1,1,11,12,2,0,2,5,4,9,-4,1,1,"2012-10-30",1903,0
"201210300MIA","BOS","Brandon Bass","bassbr01",28.3166666666667,6,11,0.545,0,0,NA,3,4,0.75,6,5,11,1,0,0,1,2,15,-8,1,1,"2012-10-30",1699,0
"201210300MIA","BOS","Courtney Lee","leeco01",24,5,6,0.833,1,1,1,0,0,NA,0,1,1,1,0,0,1,5,11,-7,1,1,"2012-10-30",1440,0
"201210300MIA","BOS","Jason Terry","terryja01",24.85,2,7,0.286,0,3,0,4,4,1,0,0,0,1,1,0,3,3,8,-10,1,1,"2012-10-30",1491,0
"201210300MIA","BOS","Jeff Green","greenje02",23.0666666666667,0,4,0,0,0,NA,3,4,0.75,0,3,3,0,1,0,1,0,3,-7,1,1,"2012-10-30",1384,0
"201210300MIA","BOS","Leandro Barbosa","barbole01",15.8333333333333,6,8,0.75,3,3,1,1,2,0.5,0,1,1,1,0,0,0,1,16,4,1,1,"2012-10-30",950,0
"201210300MIA","BOS","Jared Sullinger","sullija01",8.1,1,2,0.5,0,0,NA,0,0,NA,0,1,1,0,0,0,0,1,2,-3,1,1,"2012-10-30",486,0
"201210300MIA","MIA","Chris Bosh","boshch01",36.95,8,15,0.533,0,1,0,3,4,0.75,2,8,10,1,0,3,1,3,19,15,1,1,"2012-10-30",2217,0
"201210300MIA","MIA","Mario Chalmers","chalmma01",36.4833333333333,3,7,0.429,0,1,0,2,2,1,0,1,1,11,3,0,1,3,8,11,1,1,"2012-10-30",2189,0
"201210300MIA","MIA","Dwyane Wade","wadedw01",35.1166666666667,10,22,0.455,0,0,NA,9,11,0.818,2,1,3,4,2,1,4,3,29,-6,1,1,"2012-10-30",2107,0
"201210300MIA","MIA","Shane Battier","battish01",29.0833333333333,2,4,0.5,2,3,0.667,0,0,NA,0,2,2,1,1,0,0,3,6,12,1,1,"2012-10-30",1745,0
"201210300MIA","MIA","LeBron James","jamesle01",28.8666666666667,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,2,26,12,1,1,"2012-10-30",1732,0
"201210300MIA","MIA","Ray Allen","allenra02",30.5833333333333,5,7,0.714,2,3,0.667,7,8,0.875,0,2,2,2,0,0,0,1,19,9,1,1,"2012-10-30",1835,0
"201210300MIA","MIA","Rashard Lewis","lewisra02",18.9166666666667,4,5,0.8,1,2,0.5,1,2,0.5,0,5,5,1,0,1,0,1,10,1,1,1,"2012-10-30",1135,0
"201210300MIA","MIA","Udonis Haslem","hasleud01",11.05,0,1,0,0,0,NA,0,0,NA,0,3,3,0,0,0,1,1,0,-2,1,1,"2012-10-30",663,0
"201210300MIA","MIA","Mike Miller","millemi01",6.6,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0,0,1,0,8,1,1,"2012-10-30",396,0
"201210300MIA","MIA","Norris Cole","coleno01",6.35,1,2,0.5,1,2,0.5,0,0,NA,0,0,0,1,0,0,1,2,3,5,1,1,"2012-10-30",381,0
"201210310CHI","SAC","Tyreke Evans","evansty01",39.0833333333333,8,13,0.615,1,2,0.5,4,4,1,1,7,8,3,0,1,2,3,21,1,1,1,"2012-10-31",2345,0
"201210310CHI","SAC","Jason Thompson","thompja02",27.5833333333333,3,6,0.5,0,0,NA,2,2,1,3,5,8,2,0,1,0,4,8,-2,1,1,"2012-10-31",1655,0
"201210310CHI","SAC","DeMarcus Cousins","couside01",25.0333333333333,7,14,0.5,0,0,NA,0,0,NA,3,4,7,1,3,2,7,4,14,-12,1,1,"2012-10-31",1502,0
"201210310CHI","SAC","Isaiah Thomas","thomais02",24.7166666666667,3,8,0.375,2,3,0.667,2,2,1,0,0,0,1,0,0,3,1,10,-6,1,1,"2012-10-31",1483,0
"201210310CHI","SAC","James Johnson","johnsja01",21.4666666666667,1,8,0.125,0,1,0,0,0,NA,2,1,3,1,3,0,4,3,2,-13,1,1,"2012-10-31",1288,0
"201210310CHI","SAC","Marcus Thornton","thornma01",31.8,5,15,0.333,1,6,0.167,4,5,0.8,0,4,4,2,1,0,0,1,15,1,1,1,"2012-10-31",1908,0
"201210310CHI","SAC","Aaron Brooks","brookaa01",23.2833333333333,3,10,0.3,1,3,0.333,0,1,0,0,3,3,1,1,0,0,6,7,0,1,1,"2012-10-31",1397,0
"201210310CHI","SAC","Thomas Robinson","robinth01",21.55,1,5,0.2,0,0,NA,1,2,0.5,1,2,3,0,1,0,3,3,3,1,1,1,"2012-10-31",1293,0
"201210310CHI","SAC","Chuck Hayes","hayesch01",17.7166666666667,1,2,0.5,0,0,NA,0,0,NA,1,2,3,3,1,1,0,3,2,-2,1,1,"2012-10-31",1063,0
"201210310CHI","SAC","Francisco Garcia","garcifr01",7.66666666666667,2,3,0.667,1,2,0.5,0,0,NA,0,1,1,0,0,0,0,1,5,0,1,1,"2012-10-31",460,0
"201210310CHI","SAC","Jimmer Fredette","fredeji01",0.1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,2,1,1,"2012-10-31",6,0
"201210310CHI","CHI","Luol Deng","denglu01",41.55,3,13,0.231,0,4,0,1,3,0.333,5,7,12,2,0,1,4,3,7,6,1,1,"2012-10-31",2493,0
"201210310CHI","CHI","Joakim Noah","noahjo01",40.0166666666667,6,12,0.5,0,0,NA,11,12,0.917,5,5,10,3,5,3,2,2,23,6,1,1,"2012-10-31",2401,0
"201210310CHI","CHI","Carlos Boozer","boozeca01",33.4166666666667,8,13,0.615,0,0,NA,2,5,0.4,1,7,8,2,1,1,3,3,18,5,1,1,"2012-10-31",2005,0
"201210310CHI","CHI","Richard Hamilton","hamilri01",31.05,7,16,0.438,0,1,0,5,5,1,0,1,1,3,2,0,3,1,19,6,1,1,"2012-10-31",1863,0
"201210310CHI","CHI","Kirk Hinrich","hinriki01",29.3833333333333,1,7,0.143,0,1,0,1,3,0.333,1,2,3,7,0,0,2,2,3,5,1,1,"2012-10-31",1763,0
"201210310CHI","CHI","Nate Robinson","robinna01",19.75,3,8,0.375,1,2,0.5,0,0,NA,0,5,5,1,0,0,3,2,7,1,1,1,"2012-10-31",1185,0
"201210310CHI","CHI","Taj Gibson","gibsota01",19.2333333333333,2,6,0.333,0,0,NA,0,0,NA,1,4,5,0,0,4,0,1,4,-1,1,1,"2012-10-31",1154,0
"201210310CHI","CHI","Marco Belinelli","belinma01",11.7,1,2,0.5,1,1,1,3,3,1,0,0,0,3,0,0,1,0,6,7,1,1,"2012-10-31",702,0
"201210310CHI","CHI","Jimmy Butler","butleji01",11.1666666666667,1,1,1,0,0,NA,2,2,1,0,1,1,0,0,0,0,3,4,-5,1,1,"2012-10-31",670,0
"201210310CHI","CHI","Nazr Mohammed","mohamna01",2.73333333333333,1,1,1,0,0,NA,0,0,NA,1,0,1,0,0,1,0,2,2,0,1,1,"2012-10-31",164,0
"201210310DET","HOU","James Harden","hardeja01",44.0666666666667,14,25,0.56,4,10,0.4,5,6,0.833,1,5,6,12,4,1,4,2,37,18,1,1,"2012-10-31",2644,0
"201210310DET","HOU","Chandler Parsons","parsoch01",42.4333333333333,3,9,0.333,1,4,0.25,4,5,0.8,2,5,7,6,0,0,3,3,11,9,1,1,"2012-10-31",2546,0
"201210310DET","HOU","Jeremy Lin","linje01",35.45,5,12,0.417,0,2,0,2,2,1,0,4,4,8,4,0,4,4,12,23,1,1,"2012-10-31",2127,0
"201210310DET","HOU","Omer Asik","asikom01",33.0333333333333,5,6,0.833,0,0,NA,2,6,0.333,2,7,9,0,1,2,3,2,12,3,1,1,"2012-10-31",1982,0
"201210310DET","HOU","Marcus Morris","morrima03",25.6,3,10,0.3,0,2,0,0,0,NA,4,3,7,1,0,0,2,3,6,-3,1,1,"2012-10-31",1536,0
"201210310DET","HOU","Carlos Delfino","delfica01",23.9333333333333,5,6,0.833,5,6,0.833,0,0,NA,1,6,7,0,1,0,3,3,15,8,1,1,"2012-10-31",1436,0
"201210310DET","HOU","Greg Smith","smithgr02",17.0333333333333,4,4,1,0,0,NA,2,2,1,2,3,5,0,2,0,0,5,10,4,1,1,"2012-10-31",1022,0
"201210310DET","HOU","Toney Douglas","douglto01",12.55,0,5,0,0,2,0,2,2,1,0,0,0,1,0,0,1,1,2,-14,1,1,"2012-10-31",753,0
"201210310DET","HOU","Daequan Cook","cookda02",5.9,0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,-3,1,1,"2012-10-31",354,0
"201210310DET","DET","Rodney Stuckey","stuckro01",36.7833333333333,1,10,0.1,0,3,0,7,8,0.875,0,2,2,6,1,0,0,0,9,-19,1,1,"2012-10-31",2207,0
"201210310DET","DET","Brandon Knight","knighbr03",36.75,5,15,0.333,1,4,0.25,4,6,0.667,0,4,4,4,1,0,2,0,15,-12,1,1,"2012-10-31",2205,0
"201210310DET","DET","Greg Monroe","monrogr01",35.1166666666667,7,13,0.538,0,0,NA,0,3,0,2,6,8,4,3,0,4,4,14,-9,1,1,"2012-10-31",2107,0
"201210310DET","DET","Tayshaun Prince","princta01",32.3666666666667,4,9,0.444,0,1,0,4,4,1,0,4,4,1,1,0,1,0,12,-8,1,1,"2012-10-31",1942,0
"201210310DET","DET","Jason Maxiell","maxieja01",24,4,7,0.571,0,0,NA,2,2,1,4,4,8,0,0,2,2,2,10,4,1,1,"2012-10-31",1440,0
"201210310DET","DET","Jonas Jerebko","jerebjo01",19.5333333333333,2,7,0.286,0,1,0,3,3,1,4,0,4,1,1,0,0,2,7,-10,1,1,"2012-10-31",1172,0
"201210310DET","DET","Kyle Singler","singlky01",15.6333333333333,4,5,0.8,2,2,1,0,0,NA,0,2,2,0,0,1,1,0,10,-1,1,1,"2012-10-31",938,0
"201210310DET","DET","Kim English","engliki01",13.7833333333333,3,6,0.5,2,4,0.5,0,0,NA,0,0,0,3,2,0,1,1,8,8,1,1,"2012-10-31",827,0
"201210310DET","DET","Will Bynum","bynumwi01",13.15,4,6,0.667,1,1,1,0,0,NA,0,2,2,2,1,0,3,4,9,2,1,1,"2012-10-31",789,0
"201210310DET","DET","Andre Drummond","drumman01",12.8833333333333,1,1,1,0,0,NA,0,0,NA,0,2,2,0,2,1,2,2,2,0,1,1,"2012-10-31",773,0
"201210310LAC","MEM","Zach Randolph","randoza01",39.5166666666667,5,15,0.333,0,0,NA,5,9,0.556,7,9,16,3,1,1,4,3,15,-25,1,1,"2012-10-31",2371,0
"201210310LAC","MEM","Marc Gasol","gasolma01",38.85,8,13,0.615,0,0,NA,4,4,1,3,4,7,5,1,1,2,3,20,0,1,1,"2012-10-31",2331,0
"201210310LAC","MEM","Rudy Gay","gayru01",38.3,11,21,0.524,0,1,0,3,4,0.75,3,4,7,3,2,1,3,2,25,1,1,1,"2012-10-31",2298,0
"201210310LAC","MEM","Mike Conley","conlemi01",34.4166666666667,2,10,0.2,1,4,0.25,2,2,1,1,2,3,5,3,0,6,3,7,-4,1,1,"2012-10-31",2065,0
"201210310LAC","MEM","Tony Allen","allento01",28.5,2,6,0.333,0,1,0,4,4,1,1,4,5,1,3,0,1,3,8,-11,1,1,"2012-10-31",1710,0
"201210310LAC","MEM","Marreese Speights","speigma01",17.0833333333333,2,4,0.5,0,0,NA,3,3,1,0,2,2,0,1,0,0,4,7,7,1,1,"2012-10-31",1025,0
"201210310LAC","MEM","Wayne Ellington","ellinwa01",15.5166666666667,2,5,0.4,0,2,0,0,0,NA,1,1,2,0,0,0,0,2,4,3,1,1,"2012-10-31",931,0
"201210310LAC","MEM","Jerryd Bayless","bayleje01",15.3333333333333,1,8,0.125,1,3,0.333,3,4,0.75,0,1,1,4,1,1,1,3,6,-6,1,1,"2012-10-31",920,0
"201210310LAC","MEM","Quincy Pondexter","pondequ01",12.4666666666667,0,4,0,0,3,0,0,0,NA,1,0,1,3,2,0,1,2,0,-10,1,1,"2012-10-31",748,0
"201210310LAC","LAC","Caron Butler","butleca01",34.4166666666667,5,12,0.417,0,2,0,0,0,NA,0,2,2,1,1,0,1,3,10,-7,1,1,"2012-10-31",2065,0
"201210310LAC","LAC","Chris Paul","paulch01",34.2333333333333,4,10,0.4,0,2,0,4,6,0.667,0,4,4,12,4,0,2,2,12,-1,1,1,"2012-10-31",2054,0
"201210310LAC","LAC","Blake Griffin","griffbl01",32.15,4,10,0.4,0,0,NA,3,5,0.6,2,5,7,2,0,1,4,4,11,4,1,1,"2012-10-31",1929,0
"201210310LAC","LAC","Willie Green","greenwi01",28.8833333333333,2,7,0.286,2,2,1,1,2,0.5,0,4,4,1,0,1,0,2,7,21,1,1,"2012-10-31",1733,0
"201210310LAC","LAC","DeAndre Jordan","jordade01",23.3833333333333,6,8,0.75,0,0,NA,0,0,NA,3,4,7,1,2,1,9,4,12,7,1,1,"2012-10-31",1403,0
"201210310LAC","LAC","Jamal Crawford","crawfja01",29.85,10,14,0.714,3,7,0.429,6,8,0.75,1,1,2,1,1,0,1,1,29,5,1,1,"2012-10-31",1791,0
"201210310LAC","LAC","Eric Bledsoe","bledser01",17.1833333333333,5,8,0.625,0,1,0,3,4,0.75,1,3,4,4,0,0,1,1,13,9,1,1,"2012-10-31",1031,0
"201210310LAC","LAC","Lamar Odom","odomla01",16.6,1,2,0.5,0,1,0,0,0,NA,0,6,6,2,2,4,3,2,2,7,1,1,"2012-10-31",996,0
"201210310LAC","LAC","Ronny Turiaf","turiaro01",15.5333333333333,0,1,0,0,0,NA,3,4,0.75,0,0,0,1,2,1,0,3,3,10,1,1,"2012-10-31",932,0
"201210310LAC","LAC","Ryan Hollins","holliry01",7.8,1,2,0.5,0,0,NA,0,0,NA,1,2,3,0,0,1,1,5,2,-10,1,1,"2012-10-31",468,0
"201210310NOH","SAS","Tony Parker","parketo01",35.4166666666667,9,19,0.474,1,1,1,4,6,0.667,0,3,3,6,0,0,0,2,23,12,1,1,"2012-10-31",2125,0
"201210310NOH","SAS","Tim Duncan","duncati01",34.3666666666667,10,15,0.667,0,0,NA,4,5,0.8,2,9,11,3,0,3,5,3,24,13,1,1,"2012-10-31",2062,0
"201210310NOH","SAS","Kawhi Leonard","leonaka01",34.2833333333333,6,13,0.462,3,6,0.5,4,4,1,1,6,7,1,5,0,2,5,19,12,1,1,"2012-10-31",2057,0
"201210310NOH","SAS","Danny Green","greenda02",32.6166666666667,4,11,0.364,1,5,0.2,0,0,NA,0,3,3,0,1,2,1,1,9,-4,1,1,"2012-10-31",1957,0
"201210310NOH","SAS","Boris Diaw","diawbo01",29.8166666666667,2,3,0.667,0,1,0,0,0,NA,2,2,4,6,2,1,2,1,4,13,1,1,"2012-10-31",1789,0
"201210310NOH","SAS","Stephen Jackson","jacksst02",24.75,2,6,0.333,0,3,0,3,6,0.5,1,4,5,1,1,0,0,5,7,-4,1,1,"2012-10-31",1485,0
"201210310NOH","SAS","Gary Neal","nealga01",17.3333333333333,1,5,0.2,0,2,0,0,1,0,1,2,3,3,0,0,1,1,2,-3,1,1,"2012-10-31",1040,0
"201210310NOH","SAS","Tiago Splitter","splitti01",15.8333333333333,3,5,0.6,0,0,NA,1,2,0.5,3,3,6,1,0,0,1,1,7,-9,1,1,"2012-10-31",950,0
"201210310NOH","SAS","Matt Bonner","bonnema01",9.53333333333333,1,3,0.333,1,2,0.5,0,0,NA,0,0,0,0,0,1,1,2,3,-6,1,1,"2012-10-31",572,0
"201210310NOH","SAS","Patrick Mills","millspa02",6.05,0,0,NA,0,0,NA,1,2,0.5,0,1,1,1,0,1,2,0,1,-4,1,1,"2012-10-31",363,0
"201210310NOH","NOH","Greivis Vasquez","vasqugr01",37.4666666666667,4,8,0.5,0,3,0,0,0,NA,0,6,6,13,1,0,2,3,8,-5,1,1,"2012-10-31",2248,0
"201210310NOH","NOH","Al-Farouq Aminu","aminual01",37.1,8,16,0.5,0,1,0,1,2,0.5,0,7,7,3,2,3,3,2,17,-17,1,1,"2012-10-31",2226,0
"201210310NOH","NOH","Anthony Davis","davisan02",29.0666666666667,6,12,0.5,0,0,NA,9,9,1,3,4,7,0,1,1,0,0,21,-20,1,1,"2012-10-31",1744,0
"201210310NOH","NOH","Robin Lopez","lopezro01",25.5333333333333,4,10,0.4,0,0,NA,0,0,NA,3,6,9,3,0,1,2,2,8,-15,1,1,"2012-10-31",1532,0
"201210310NOH","NOH","Austin Rivers","riverau01",24.1,1,9,0.111,0,2,0,5,6,0.833,0,1,1,2,0,0,3,3,7,-2,1,1,"2012-10-31",1446,0
"201210310NOH","NOH","Ryan Anderson","anderry01",28.85,3,10,0.3,1,5,0.2,4,4,1,0,5,5,0,0,0,0,2,11,16,1,1,"2012-10-31",1731,0
"201210310NOH","NOH","Roger Mason","masonro01",27.05,3,7,0.429,2,4,0.5,0,0,NA,0,1,1,2,0,0,0,5,8,-1,1,1,"2012-10-31",1623,0
"201210310NOH","NOH","Jason Smith","smithja02",16.5666666666667,5,6,0.833,0,0,NA,2,2,1,3,3,6,1,1,1,1,1,12,12,1,1,"2012-10-31",994,0
"201210310NOH","NOH","Darius Miller","milleda01",14.1333333333333,1,2,0.5,1,2,0.5,0,0,NA,0,1,1,2,2,0,2,2,3,15,1,1,"2012-10-31",848,0
"201210310NOH","NOH","Brian Roberts","roberbr01",0.15,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-3,1,1,"2012-10-31",9,0
"201210310PHI","DEN","Ty Lawson","lawsoty01",36.6333333333333,7,17,0.412,1,2,0.5,1,2,0.5,1,4,5,7,2,0,0,4,16,-3,1,1,"2012-10-31",2198,0
"201210310PHI","DEN","Andre Iguodala","iguodan01",34.8,5,13,0.385,0,4,0,1,3,0.333,1,3,4,4,2,1,4,0,11,-19,1,1,"2012-10-31",2088,0
"201210310PHI","DEN","Kosta Koufos","koufoko01",29.6666666666667,2,3,0.667,0,0,NA,2,4,0.5,4,5,9,0,1,1,1,3,6,0,1,1,"2012-10-31",1780,0
"201210310PHI","DEN","Kenneth Faried","farieke01",17.1166666666667,3,9,0.333,0,0,NA,0,0,NA,5,2,7,0,1,0,2,2,6,-7,1,1,"2012-10-31",1027,0
"201210310PHI","DEN","Jordan Hamilton","hamiljo02",12.85,2,5,0.4,0,2,0,0,0,NA,0,6,6,2,0,0,0,2,4,-5,1,1,"2012-10-31",771,0
"201210310PHI","DEN","Andre Miller","millean02",32.35,5,15,0.333,0,1,0,0,0,NA,1,6,7,5,2,0,3,2,10,0,1,1,"2012-10-31",1941,0
"201210310PHI","DEN","Corey Brewer","breweco01",27.3666666666667,3,9,0.333,2,6,0.333,0,0,NA,0,6,6,0,1,0,5,4,8,0,1,1,"2012-10-31",1642,0
"201210310PHI","DEN","Wilson Chandler","chandwi01",20.5666666666667,2,8,0.25,0,1,0,1,2,0.5,0,3,3,0,0,0,1,4,5,-7,1,1,"2012-10-31",1234,0
"201210310PHI","DEN","JaVale McGee","mcgeeja01",18.3333333333333,2,5,0.4,0,0,NA,0,0,NA,4,3,7,0,0,3,3,0,4,-9,1,1,"2012-10-31",1100,0
"201210310PHI","DEN","Evan Fournier","fournev01",10.3166666666667,2,4,0.5,1,2,0.5,0,0,NA,0,0,0,1,0,0,1,1,5,5,1,1,"2012-10-31",619,0
"201210310PHI","PHI","Jrue Holiday","holidjr01",41.4,5,16,0.313,0,3,0,4,5,0.8,2,4,6,11,2,0,3,3,14,8,1,1,"2012-10-31",2484,0
"201210310PHI","PHI","Jason Richardson","richaja01",36.5166666666667,4,13,0.308,2,7,0.286,0,0,NA,2,2,4,2,4,3,0,3,10,7,1,1,"2012-10-31",2191,0
